Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),Weather Type
21,94,9.5,82,995.72,2,4.5,Rainy
1,78,6,69,987.74,1,4,Snowy
3,86,14,92,996.03,1,1,Snowy
15,89,10,75,1008.06,0,2.5,Rainy
10,24,6.5,91,1056.73,6,15.5,Rainy
32,72,0.5,41,1011.26,3,7,Cloudy
10,80,14,76,1004.96,3,2.5,Rainy
28,70,16.5,79,992.25,0,4.5,Rainy
4,72,6,85,981.3,0,3,Snowy
23,39,4.5,16,1012.06,11,7.5,Sunny
-9,63,9,79,981.1,1,2.5,Snowy
25,83,18.5,98,993.63,3,4,Rainy
-9,93,5.5,83,991.4,1,2,Snowy
-6,82,14,82,991.66,1,3.5,Snowy
-16,57,5.5,97,1047.31,9,11,Rainy
26,65,8,42,1007.73,4,9,Cloudy
17,62,11.5,93,1011.89,2,1.5,Rainy
3,73,9.5,59,983.56,0,2.5,Snowy
31,70,29,96,1014.53,1,6.5,Cloudy
2,33,5,40,976.67,1,4,Snowy
2,65,16.5,51,993.38,0,4,Snowy
21,86,16,66,1014.36,0,4.5,Rainy
11,71,4.5,22,1015.06,1,7,Cloudy
0,80,17,86,981.8,1,1.5,Snowy
26,86,5,63,999.7,3,3.5,Rainy
34,65,1,16,1002.95,2,5,Cloudy
-4,78,12,75,984.5,0,3.5,Snowy
9,74,4,99,986.94,4,2,Snowy
27,30,9,14,1013.51,6,6.5,Sunny
-2,90,16,68,992.52,0,2,Snowy
4,25,2.5,93,972.03,8,16.5,Cloudy
4,73,12.5,84,990.99,0,3,Snowy
43,69,7,7,1029.27,7,8,Sunny
33,71,11.5,42,1006.67,1,8,Cloudy
24,91,21.5,91,1008.4,11,3.5,Rainy
37,32,7.5,17,1019.78,8,5,Sunny
0,91,10.5,80,990.11,0,2.5,Snowy
-14,60,14,68,949.1,5,3.5,Snowy
22,37,0.5,12,1014.29,10,5,Sunny
25,85,9,57,997.46,3,3.5,Rainy
26,78,12.5,91,1002.69,0,3.5,Rainy
24,37,7,1,1016.62,8,5.5,Sunny
40,38,10,17,1014.72,6,9.5,Sunny
30,36,1.5,13,1011.83,9,5.5,Sunny
1,79,17,78,996.33,0,2,Snowy
71,106,9.5,83,1013.56,11,12,Sunny
22,53,13,16,1014.97,2,5.5,Cloudy
28,76,10.5,45,1006.61,4,6,Cloudy
31,60,5,18,1017.88,8,8.5,Sunny
44,90,5.5,87,1028.32,11,1.5,Sunny
-4,67,12,59,994.58,1,1.5,Snowy
26,70,17.5,94,990.94,0,4.5,Rainy
12,68,5.5,93,1018.08,2,2,Rainy
32,42,4,6,1017.12,5,6.5,Sunny
19,80,6.5,92,993.42,3,1.5,Rainy
67,92,2,82,1019.37,0,2.5,Sunny
33,22,9.5,13,1012.67,9,10,Sunny
2,91,9,70,992.12,1,2.5,Snowy
24,76,6.5,19,1017.42,1,5.5,Cloudy
20,72,8.5,59,990.14,2,1,Rainy
33,70,8.5,85,995.35,2,2,Rainy
29,49,8.5,9,1022.98,5,8.5,Sunny
-16,78,1,69,982.27,9,17,Cloudy
30,77,6,85,1000.86,2,3.5,Rainy
4,89,7,61,986.03,1,1.5,Snowy
10,52,5,15,1010.82,4,9,Cloudy
34,68,14,98,1079.72,11,2,Rainy
16,109,19,106,1009.16,10,1.5,Rainy
34,29,2.5,4,1029.35,7,7,Sunny
32,60,7.5,14,1011.97,7,6,Sunny
11,88,15.5,82,992.52,0,3,Rainy
3,80,5.5,95,994.15,0,3,Snowy
28,66,18.5,94,1004.71,2,1.5,Rainy
25,36,8.5,49,1112.3,6,4.5,Rainy
41,23,0.5,14,1016.39,6,7,Sunny
36,60,5,10,1012.8,9,9,Sunny
26,62,18.5,51,1011.16,1,1.5,Rainy
8,50,13.5,38,897.71,11,3,Rainy
-14,78,5.5,16,1076.86,11,9.5,Snowy
20,71,6.5,21,1000.6,4,6.5,Cloudy
9,76,11,75,800.82,3,6,Sunny
25,85,19,92,1014.18,1,4,Rainy
28,75,2,49,1019.47,3,6,Cloudy
34,74,5.5,42,1016.64,2,7,Cloudy
-2,64,14,63,994.6,0,4,Snowy
68,83,15.5,96,1022.32,14,1,Sunny
12,95,15,80,996.32,3,3.5,Rainy
-2,94,4.5,52,997.72,0,1.5,Snowy
24,82,8.5,56,1004.92,1,1.5,Rainy
33,88,8.5,88,1015.85,1,4.5,Rainy
17,63,10.5,18,1010.82,4,9,Cloudy
-13,91,8.5,103,984.65,7,0.5,Snowy
25,62,1,33,1003.39,3,5.5,Cloudy
16,57,1.5,27,1009.43,4,7,Cloudy
23,31,9,3,1026.75,9,9,Sunny
34,62,13,26,1003.67,2,6.5,Cloudy
33,61,8,35,1018.15,1,8,Cloudy
-4,51,9.5,56,1125.65,13,14,Cloudy
22,98,11,96,1008.34,0,4,Rainy
43,21,8.5,9,1025.79,6,10,Sunny
-7,35,10,34,1100.82,12,0.5,Snowy
20,35,9.5,5,1018.59,10,10,Sunny
33,70,12,66,998.66,3,3.5,Rainy
39,30,6,17,1018.41,9,7.5,Sunny
20,54,8,19,1011.1,2,6,Cloudy
44,47,6.5,3,1027.72,10,5.5,Sunny
11,85,16.5,92,998.54,2,5,Rainy
65,81,7.5,77,1010.83,11,7.5,Sunny
23,69,10.5,84,993.73,1,4.5,Rainy
21,70,6.5,26,1014.12,1,7.5,Cloudy
21,97,9,67,1008.74,1,1.5,Rainy
15,65,6,18,1007.69,2,7.5,Cloudy
18,68,4,40,1008.41,1,6,Cloudy
28,107,10,90,1027.99,10,3.5,Sunny
32,75,11.5,84,994.01,2,2.5,Rainy
28,60,0,30,1014.84,1,7.5,Cloudy
31,83,8.5,99,1003.78,2,2.5,Rainy
18,67,0.5,25,1017.63,2,7.5,Cloudy
10,60,10.5,88,999.02,0,4.5,Rainy
11,88,7,74,1017.24,0,2.5,Rainy
-1,83,16.5,68,986.61,1,2.5,Snowy
27,33,7,83,1194.57,1,8,Rainy
48,50,10,93,1123.33,8,16.5,Rainy
26,72,2.5,29,1006.14,2,5,Cloudy
10,90,11,78,992.09,2,4.5,Rainy
27,77,6.5,20,1009.04,1,7.5,Cloudy
35,29,9.5,9,1022.77,5,7,Sunny
0,60,18,74,986.18,0,4,Snowy
46,49,7.5,21,981.14,2,9,Rainy
20,80,6,74,999.38,1,4.5,Rainy
17,90,12.5,107,1015.25,3,8,Cloudy
0,89,9.5,87,996.6,1,2,Snowy
57,71,13.5,81,1018.78,4,9,Cloudy
-10,67,15,58,990.84,1,1,Snowy
48,42,8,83,1069.74,7,0.5,Snowy
29,70,5.5,45,1008.96,2,8,Cloudy
42,58,2,5,1029.39,6,6.5,Sunny
10,85,17,59,1010.03,1,2,Rainy
30,63,6,65,1009.86,0,4,Rainy
30,71,10.5,22,1007.99,3,8.5,Cloudy
3,68,7.5,59,980.85,0,3.5,Snowy
12,77,8,19,1017.4,3,8.5,Cloudy
-4,60,7.5,74,998.95,0,3.5,Snowy
-1,78,11,79,995.07,0,1.5,Snowy
16,52,8.5,24,1006.67,3,7,Cloudy
0,99,14.5,61,987.33,0,3.5,Snowy
30,58,2.5,47,1007.46,3,7.5,Cloudy
40,25,6,6,1011.16,7,5.5,Sunny
41,76,10.5,76,1133.9,7,3.5,Cloudy
18,87,15,81,991.2,3,2.5,Rainy
47,38,0.5,40,910.97,6,19,Cloudy
22,71,15.5,86,1018.42,9,5.5,Cloudy
-5,73,19.5,60,991.6,1,3,Snowy
13,93,11,93,1014.32,2,3,Rainy
2,90,9,96,994.9,6,2,Snowy
15,106,7,80,1009.09,10,4,Cloudy
4,64,19,52,986.96,1,3,Snowy
4,87,11.5,76,993.36,1,2,Snowy
12,64,1.5,21,1008.37,4,5.5,Cloudy
28,67,14.5,83,1016.48,3,1.5,Rainy
-4,94,4,93,999.99,0,2,Snowy
11,67,1,28,1019.25,1,6.5,Cloudy
11,21,5,61,1091.83,2,1.5,Sunny
10,62,8,26,1000.52,1,5.5,Cloudy
10,79,16,83,992.81,1,5,Rainy
4,91,13.5,84,997.14,1,5,Snowy
24,63,1,44,1016.04,4,6,Cloudy
-16,64,0,48,1163.02,1,14,Rainy
-5,69,12.5,83,981.49,1,3,Snowy
34,61,13,25,1000.53,2,8,Cloudy
-5,94,26.5,80,992.67,14,4.5,Snowy
11,94,32,79,1016.52,11,5,Rainy
16,79,12.5,67,1019.59,1,4.5,Rainy
28,56,7,13,1020.37,11,7,Sunny
31,46,3.5,14,1014.89,11,8,Sunny
27,62,9,28,1004.74,3,8,Cloudy
26,35,3,14,1027.91,7,5.5,Sunny
38,68,8.5,18,1015.9,5,5.5,Sunny
15,52,6,43,1019.49,4,7,Cloudy
19,80,26.5,70,1004.28,7,3,Rainy
-3,86,13.5,93,986.03,0,4,Snowy
-1,108,22,106,996.16,12,2.5,Snowy
19,63,8.5,33,1014.27,2,6.5,Cloudy
26,67,4.5,12,1012.11,3,6,Cloudy
20,68,6,30,1003,3,5,Cloudy
14,89,14,91,998.14,0,3,Rainy
39,79,11.5,100,1005.63,9,9,Cloudy
22,79,5.5,62,1003.79,1,3,Rainy
0,81,36.5,78,980.99,6,0.5,Snowy
34,38,6.5,6,1023.54,9,10,Sunny
44,24,5,37,889.89,1,1.5,Rainy
